family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,habitat
Carcharhinidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,9,0.6666666666666666,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Lamnidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,2,0.5,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,pelagic
Sphyrnidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Sharks,2,0.5,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Dasyatidae,j,mono,South Atlantic,Brazil,Gilman et al (2022),Batoids,155,0.01935483870967742,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,25,1,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,22,0.2727272727272727,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,pelagic
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,9,0.2222222222222222,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,9,0.2222222222222222,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Sphyrnidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,3,0.3333333333333333,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,7,0.2857142857142857,Carcharhinus obscurus,longline,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,pelagic
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,6,0.16666666666666666,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Lamnidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0.2,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,pelagic
Ginglymostomatidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic oviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Carcharhinidae,c,mono,Brazil,Brazil,Gilman et al (2022),Sharks,1,0,Carcharhinus leucas,longline,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,pelagic
Carcharhinidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,8,1,Carcharhinus signatus,longline,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,pelagic
Carcharhinidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,10,0.7,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,pelagic
Carcharhinidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,5,0.8,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,3,0.6666666666666666,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Sphyrnidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,8,0.875,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Carcharhinidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,3,1,Carcharhinus obscurus,longline,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,pelagic
Carcharhinidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,2,0.5,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Lamnidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,1,1,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,pelagic
Ginglymostomatidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Ginglymostomatidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,1,0,Ginglymostoma cirratum,longline,308,65,lecithotrophic oviparity,stationary,at-vessel mortality,,Ginglymostoma,3.1785,pelagic
Carcharhinidae,j,mono,Brazil,Brazil,Gilman et al (2022),Sharks,1,1,Carcharhinus leucas,longline,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,pelagic
Carcharhinidae,other,mono,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,29,0.4482758620689655,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,pelagic
Carcharhinidae,other,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,48,0.22916666666666663,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,pelagic
Dasyatidae,c,mono,Equatorial Atlantic,Brazil,Gilman et al (2022),Batoids,7,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Batoids,8,0.125,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,j,mono,Equatorial Atlantic,Brazil,Gilman et al (2022),Batoids,17,0.0588235294117647,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,j,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Batoids,8,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Carcharhinidae,c,mono,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,4,1,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,c,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,6,0.5,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,j,mono,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,5,1,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,j,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,9,0.6666666666666666,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Pseudocarchariidae,c,mono,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,3,1,Pseudocarcharias kamoharai,longline,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,pelagic
Pseudocarchariidae,c,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,3,1,Pseudocarcharias kamoharai,longline,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,pelagic
Pseudocarchariidae,j,mono,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,3,1,Pseudocarcharias kamoharai,longline,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,pelagic
Pseudocarchariidae,j,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,2,0.5,Pseudocarcharias kamoharai,longline,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,pelagic
Carcharhinidae,c,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,1,1,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Carcharhinidae,j,mono,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,1,0,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Carcharhinidae,j,wire,Equatorial Atlantic,Brazil,Gilman et al (2022),Sharks,1,1,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Dasyatidae,j,mono,South Atlantic,,Gilman et al (2022),Batoids,41,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,mono,South Atlantic,,Gilman et al (2022),Batoids,11,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,j,mono,South Atlantic,,Gilman et al (2022),Batoids,31,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,mono,South Atlantic,,Gilman et al (2022),Batoids,39,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Alopiidae,j,mono,South Atlantic,,Gilman et al (2022),Sharks,45,0.37777777777777777,Alopias superciliosus,longline,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,pelagic
Alopiidae,c,mono,South Atlantic,,Gilman et al (2022),Sharks,84,0.5952380952380952,Alopias superciliosus,longline,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,pelagic
Pseudocarchariidae,j,mono,South Atlantic,,Gilman et al (2022),Sharks,42,0.11904761904761904,Pseudocarcharias kamoharai,longline,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,pelagic
Pseudocarchariidae,c,mono,South Atlantic,,Gilman et al (2022),Sharks,177,0.0903954802259887,Pseudocarcharias kamoharai,longline,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,3452,0.19611819235225955,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,3242,0.2649599012954966,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Alopiidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,1636,0.5,Alopias superciliosus,longline,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,pelagic
Alopiidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,1353,0.6378418329637842,Alopias pelagicus,longline,428,150,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,9.7281,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,917,0.3064340239912759,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Dasyatidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Batoids,501,0.18562874251497005,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Lamnidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,171,0.5029239766081871,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,pelagic
Lamnidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,151,0.5364238410596026,Isurus paucus,longline,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,pelagic
Pseudocarchariidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,139,0.3884892086330935,Pseudocarcharias kamoharai,longline,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,pelagic
Alopiidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,87,0.5287356321839081,Alopias vulpinus,longline,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,20,0.15,Carcharhinus albimarginatus,longline,300,400,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,3.5185,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,20,0.15,Carcharhinus albimarginatus,longline,300,400.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,3.5185,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,19,0.05263157894736842,Carcharhinus brachyurus,longline,322,73,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.2708,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,10,0.6,Carcharhinus limbatus,longline,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,8,0.25,Carcharhinus galapagensis,longline,300,143,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0985,pelagic
Sphyrnidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,5,0.6,Sphyrna lewini,longline,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,5,0.6,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,4,0.5,Carcharhinus amblyrhynchos,longline,265,137.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.8746,pelagic
Sphyrnidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,3,1,Sphyrna mokarran,longline,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,pelagic
Odontaspididae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,1,1,Odontaspis noronhai,longline,367,530,matrotrophic viviparity,ram,at-vessel mortality,,Odontaspis,6.0088,pelagic
Mobulidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Batoids,1,0,Mobula birostris,longline,700,500,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.353,pelagic
Carcharhinidae,other,other,Marshall Islands,Marshall Islands,Gilman et al (2022),Sharks,1,0,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Dasyatidae,j,other,Grenada,Grenada,Gilman et al (2022),Batoids,3,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Dasyatidae,c,other,Grenada,Grenada,Gilman et al (2022),Batoids,1,0,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Carcharhinidae,c,other,Grenada,Grenada,Gilman et al (2022),Sharks,3,0,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Carcharhinidae,j,other,Grenada,Grenada,Gilman et al (2022),Sharks,1,0,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,pelagic
Carcharhinidae,c,other,Grenada,Grenada,Gilman et al (2022),Sharks,1,0,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,pelagic
Carcharhinidae,j,other,Grenada,Grenada,Gilman et al (2022),Sharks,1,0,Carcharhinus limbatus,longline,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,pelagic
Alopiidae,c,other,Grenada,Grenada,Gilman et al (2022),Sharks,1,0,Alopias superciliosus,longline,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,pelagic
Carcharhinidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,1448,0.08977900552486189,Prionace glauca,longline,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,pelagic
Pseudocarchariidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,657,0.1506849315068493,Pseudocarcharias kamoharai,longline,122,295,matrotrophic viviparity,ram,at-vessel mortality,,Pseudocarcharias,5.2458,pelagic
Dasyatidae,other,mono,Australia,Australia,Gilman et al (2022),Batoids,77,0.11688311688311688,Pteroplatytrygon violacea,longline,163.5,190.5,matrotrophic viviparity,stationary,at-vessel mortality,,Pteroplatytrygon,8.2973,pelagic
Lamnidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,56,0.2857142857142857,Isurus oxyrinchus,longline,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,pelagic
Carcharhinidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,37,0.02702702702702703,Carcharhinus obscurus,longline,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,pelagic
Alopiidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,21,0.42857142857142855,Alopias vulpinus,longline,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,pelagic
Carcharhinidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,9,0.1111111111111111,Carcharhinus longimanus,longline,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,pelagic
Carcharhinidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,8,0.125,Carcharhinus falciformis,longline,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,pelagic
Carcharhinidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,8,0,Carcharhinus plumbeus,longline,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,pelagic
Mobulidae,other,mono,Australia,Australia,Gilman et al (2022),Batoids,7,0,Mobula birostris,longline,700,500,matrotrophic viviparity,ram,at-vessel mortality,,Mobula,6.353,pelagic
Sphyrnidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,5,1,Sphyrna zygaena,longline,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,pelagic
Alopiidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,5,0.8,Alopias pelagicus,longline,428,150,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,9.7281,pelagic
Alopiidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,4,0.25,Alopias superciliosus,longline,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,pelagic
Carcharhinidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,2,0,Galeocerdo cuvier,longline,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,pelagic
Carcharhinidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,1,0,Carcharhinus albimarginatus,longline,300,400,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,3.5185,pelagic
Carcharhinidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,1,0,Carcharhinus albimarginatus,longline,300,400.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,3.5185,pelagic
Dalatiidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,1,0,Isistius brasiliensis,longline,42,1850,lecithotrophic viviparity,ram,at-vessel mortality,,Isistius,15.604,pelagic
Lamnidae,other,mono,Australia,Australia,Gilman et al (2022),Sharks,1,1,Lamna nasus,longline,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,pelagic
