scientific_name,common_name.x,family,lifestage,gear_class,gear_type,fishery_type,target_fishery_species,target_fishery_common,flagstate,ocean,ocean_region,rfmo,location,habitat,estimate_type,estimate,sample_size,method,start_year,end_year,time_scale,ventilation_method,max_size_cm,measure,growth_rate_r,median_depth,geographic_range,reproductive_mode,median_temp,habitat_associated,reference,notes,reviewer,stock_code,spec_code,species_ref_no,fam_code,genus.x,species.x,f_bname.x,genus.y,species.y,f_bname.y,common_name.y
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.334,19788,visual,1994,2003,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,896,880,244,11,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.301,679,visual,1994,2003,sporadic,ram,366,total_length,,82.5,,placental viviparity,,reef-associated,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,,,,,Carcharhinus,leucas,Bull shark,Carcharhinus,leucas,Bull shark,bull shark
Negaprion brevirostris,lemon shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.079,374,visual,1994,2003,sporadic,ram,368,total_length,,60,,placental viviparity,27,reef-associated,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,913,897,244,11,Negaprion,brevirostris,Lemon shark,Negaprion,brevirostris,Lemon shark,lemon shark
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0.067,5607,visual,1994,2003,sporadic,ram,740,total_length,,556,,placental viviparity,26,benthopelagic,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,902,886,244,791,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Ginglymostoma cirratum,nurse shark,Ginglymostomatidae,,longline,J and circle hooks,single species,,shark,USA,Atlantic,E,,Gulf of Mexico,coastal,at-vessel mortality,0,1155,visual,1994,2003,sporadic,ram,308,total_length,,65,,yolk-sac viviparity,27,reef-associated,Morgan et al. 2009,"Both J and circle hooks were used by the vessels of Eastern gulf of Mexico, South easteen US, Mid Atlantic Bight.",ND,2728,2532,247,493,Ginglymostoma,cirratum,Nurse shark,Ginglymostoma,cirratum,Nurse shark,nurse shark
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.35,569,visual,2008,2009,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,896,880,244,11,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.8,249,visual,2008,2009,sporadic,ram,420,total_length,,250,,placental viviparity,26,reef-associated,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,894,878,244,11,Carcharhinus,obscurus,Dusky shark,Carcharhinus,obscurus,Dusky shark,dusky shark
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.95,174,visual,2008,2009,sporadic,ram,304,total_length,,100,,placental viviparity,,reef-associated,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,,,,,Carcharhinus,brevipinna,Spinner shark,Carcharhinus,brevipinna,Spinner shark,spinner shark
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.75,104,visual,2008,2009,sporadic,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,890,874,244,11,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0,97,visual,2008,2009,sporadic,ram,740,total_length,,556,,placental viviparity,26,benthopelagic,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,902,886,244,791,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,1,71,visual,2008,2009,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,933,917,244,12,,,,Sphyrna,zygaena,Smooth hammerhead,smooth hammerhead
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.8,53,visual,2008,2009,sporadic,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,928,912,244,12,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Carcharhinus brachyurus,copper shark,Carcharhinidae,,longline,,multispecies,,shark,Australia,Pacific,W,,New South Wales,coastal,at-vessel mortality,0.7,23,visual,2008,2009,sporadic,ram,322,total_length,,73,,placental viviparity,26,reef-associated,Macbeth et al. 2009,Setling includes both bottom-set (demersal trotlining and mid-water trotlining); Mean proportion of sharks apparently dead upon retrieval of fishing gear (Â± se where appropriate) for setlines soaked for a median duration of: between 7 and 12 hours; between 12 and 15 hours; and between 15 and 27 hours.,ND,880,864,244,11,Carcharhinus,brachyurus,Copper shark,Carcharhinus,brachyurus,Copper shark,copper shark
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.416,137,visual,2018,2018,sporadic,ram,484,total_length,,361.5,,oophagy,27,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,2730,2534,247,486,,,,Alopias,superciliosus,Bigeye thresher,bigeye thresher
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.435,416,visual,2018,2018,sporadic,ram,350,total_length,,541,,placental viviparity,28,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,891,875,244,11,Carcharhinus,longimanus,Oceanic whitetip shark,Carcharhinus,longimanus,Oceanic whitetip shark,oceanic whitetip shark
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.411,90,visual,2018,2018,sporadic,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,884,868,244,11,Carcharhinus,falciformis,Silky shark,Carcharhinus,falciformis,Silky shark,silky shark
Sphyrna zygaena,smooth hammerhead shark,Sphyrnidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.69,84,visual,2018,2018,sporadic,ram,400,total_length,,100,,placental viviparity,26,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,933,917,244,12,,,,Sphyrna,zygaena,Smooth hammerhead,smooth hammerhead
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.22,100,visual,2018,2018,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,768,752,247,9,,,,Isurus,oxyrinchus,Shortfin mako,shortfin mako
Isurus paucus,longfin majo shark,Lamnidae,,longline,J hooks,multispecies,,,,Atlantic,E,ICCAT,Sierra Leone Basin,pelagic,at-vessel mortality,0.163,104,visual,2018,2018,sporadic,ram,427,total_length,,876,,oophagy,28,pelagic,Mucientes et al 2022,Study compared detailed observer data to the logbook data and found that logbook reporting underestimated the weight of sharks caught in an ICCAT licensed Spanish vessel,LF,769,753,247,9,,,,Isurus,paucus,Longfin mako,longfin mako
Lamna nasus,porbeagle shark,Lamnidae,,handline,,research,,,,Atlantic,NW,,,pelagic,post-release survival,1,13,satellite tag,2015,2019,sporadic,ram,365,total_length,,904.5,,oophagy,7.5,pelagic,Anderson et al 2021,,LF,103,88,247,9,,,,Lamna,nasus,Porbeagle,porbeagle
Negaprion acutidens,sharptooth lemon shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,23,visual,2015,2017,sporadic,ram,310,total_length,,45,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,,,,Negaprion,acutidens,Sicklefin lemon shark,sicklefin lemon shark
Carcharhinus amboinensis,pigeye shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,23,visual,2015,2017,sporadic,ram,280,total_length,,50,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,Carcharhinus,amboinensis,Pigeye shark,Carcharhinus,amboinensis,Pigeye shark,pigeye shark
Rhynchobatus australiae,bottlenose wedgefish,Rhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,15,visual,2015,2017,sporadic,stationary,300,total_length,,30,,yolk-sac viviparity,,demersal,Braccini & Walrick 2019,,LF,,,,,Rhynchobatus,australiae,Bottlenose wedgefish,Rhynchobatus,australiae,Bottlenose wedgefish,bottlenose wedgefish
Stegostoma tigrinum,zebra shark,Stegostomatidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,8,visual,2015,2017,sporadic,stationary,250,total_length,,45,,yolk-sac viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,Stegostoma,tigrinum,Zebra shark,Stegostoma,tigrinum,Zebra shark,zebra shark
Pristis zijsron,green sawfish,Pristidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,2,visual,2015,2017,sporadic,stationary,730,total_length,,50,,yolk-sac viviparity,,demersal,Braccini & Walrick 2019,,LF,,,,,,,,Pristis,zijsron,Longcomb sawfish,longcomb sawfish
Orectolobus ornatus,banded wobbegong,Orectolobidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,2,visual,2015,2017,sporadic,stationary,110,total_length,,52.5,,yolk-sac viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,,,,Orectolobus,ornatus,Ornate wobbegong,ornate wobbegong
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,1,visual,2015,2017,sporadic,ram,366,total_length,,82.5,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,Carcharhinus,leucas,Bull shark,Carcharhinus,leucas,Bull shark,bull shark
Squalus sp,spurdogs,Squalidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,1,visual,2015,2017,sporadic,stationary,,total_length,,,,yolk-sac viviparity,,,Braccini & Walrick 2019,,LF,,,,,,,,,,,
Nebrius ferrugineus,tawny nurse shark,Ginglymostomatidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,1,visual,2015,2017,sporadic,stationary,320,total_length,,35,,yolk-sac viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,Nebrius,ferrugineus,Tawny nurse shark,Nebrius,ferrugineus,Tawny nurse shark,tawny nurse shark
Orectolobus sp,wobbegongs,Orectolobidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0,1,visual,2015,2017,sporadic,stationary,,total_length,,,,yolk-sac viviparity,,,Braccini & Walrick 2019,,LF,,,,,,,,,,,
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.009,115,visual,2015,2017,sporadic,ram,740,total_length,,556,,placental viviparity,,benthopelagic,Braccini & Walrick 2019,,LF,,,,,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.013,76,visual,2015,2017,sporadic,ram,420,total_length,,250,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,Carcharhinus,obscurus,Dusky shark,Carcharhinus,obscurus,Dusky shark,dusky shark
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.05,863,visual,2015,2017,sporadic,ram,243,total_length,,140,,placental viviparity,,benthopelagic,Braccini & Walrick 2019,,LF,,,,,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.308,13,visual,2015,2017,sporadic,ram,610,total_length,,150,,placental viviparity,,pelagic,Braccini & Walrick 2019,,LF,,,,,,,,Sphyrna,mokarran,Great hammerhead,great hammerhead
Mustelus antarcticus,gummy shark,Triakidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.375,16,visual,2015,2017,sporadic,ram,185.2,total_length,,178,,yolk-sac viviparity,,demersal,Braccini & Walrick 2019,,LF,,,,,Mustelus,antarcticus,Gummy shark,Mustelus,antarcticus,Gummy shark,gummy shark
Carcharhinus albimarginatus,silvertip shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.385,13,visual,2015,2017,sporadic,ram,300,total_length,,400,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,Carcharhinus,albimarginatus,Silvertip shark,Carcharhinus,albimarginatus,Silvertip shark,silvertip shark
Carcharhinus amblyrhynchos,grey reef shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.5,2,visual,2015,2017,sporadic,ram,265,total_length,,137.5,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,,,,Carcharhinus,amblyrhynchos,Blacktail reef shark,blacktail reef shark
Carcharhinus limbatus/tilstoni,blacktip shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.526,19,visual,2015,2017,sporadic,ram,286,total_length,,70,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,,,,,,,
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.714,28,visual,2015,2017,sporadic,ram,430,total_length,,521.5,,placental viviparity,,pelagic,Braccini & Walrick 2019,,LF,,,,,,,,Sphyrna,lewini,Scalloped hammerhead,scalloped hammerhead
Loxodon macrorhinus,sliteye shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.8,15,visual,2015,2017,sporadic,ram,99,total_length,,63.5,,yolk-sac viviparity,,demersal,Braccini & Walrick 2019,,LF,,,,,Loxodon,macrorhinus,Sliteye shark,Loxodon,macrorhinus,Sliteye shark,sliteye shark
Carcharhinus sorrah,spot-tail shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.851,114,visual,2015,2017,sporadic,ram,166,total_length,,70,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,Carcharhinus,sorrah,Spot-tail shark,Carcharhinus,sorrah,Spot-tail shark,spot-tail shark
Rhizoprionodon acutus,milk shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.867,98,visual,2015,2017,sporadic,ram,178,total_length,,100.5,,placental viviparity,,demersal,Braccini & Walrick 2019,,LF,,,,,Rhizoprionodon,acutus,Milk shark,Rhizoprionodon,acutus,Milk shark,milk shark
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,J hooks,research,,,,Indian,E,,Australia,coastal,at-vessel mortality,0.938,16,visual,2015,2017,sporadic,ram,304,total_length,,100,,placental viviparity,,reef-associated,Braccini & Walrick 2019,,LF,,,,,Carcharhinus,brevipinna,Spinner shark,Carcharhinus,brevipinna,Spinner shark,spinner shark
